id,【Adventure】,【Fantasy】,【Animation】,【Drama】,【Action】,【Comedy】,【Thriller】,【Crime】,【Science Fiction】,【Family】,【Columbia Pictures】,【Warner Bros】,【Universal Pictures】,【man】,【war】,【based on】,【release_date】,【revenue】,【runtime】
249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.846004481,0.083175818,0.086614173
250,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.847348768,0.079737443,0.354330709
251,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0.933084391,0.119192429,0.220472441
252,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.862135922,0.200490512,0.228346457
253,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.662434653,0.035213043,0.015748031
254,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.987976102,0.062278489,0.37007874
255,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.866691561,0.105421084,0.417322835
256,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.916803585,0.122734562,0.244094488
257,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.476848394,0.056980527,0.37007874
258,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.923151606,0.04297218,0.31496063
259,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.750112024,0.135709977,0.42519685
260,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.6,0.311066269,0.818897638
261,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.668035848,0.023792178,0.362204724
262,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.599477222,0.029376314,0.653543307
263,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.670201643,0.122662936,0.322834646
264,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.692008962,0.073923556,0.551181102
265,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.545332338,0.105732683,0.078740157
266,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.817475728,0.0938384,0.181102362
267,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.975952203,0.224362961,0.527559055
268,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0.697834205,0.056420169,0.488188976
269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.582449589,0.001575374,0.236220472
270,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.558401792,0.083110963,0.346456693
271,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0.555489171,0.162348948,0.637795276
272,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.613741598,0.126666569,0.559055118
273,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.624645258,0.312978622,0.68503937
274,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.733831217,0.213178129,0.551181102
275,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0.589096341,0.128046457,0.354330709
276,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.314488424,0.184764521,0.496062992
277,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.805526512,0.074808345,0.519685039
278,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.760194175,0.093629653,0.653543307
279,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.397311426,0.134038843,0.527559055
280,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.80403286,0.051825219,0.251968504
281,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.845705751,0.109512449,0.188976378
282,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.835474235,0.059110258,0.25984252
283,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.450186706,0.084941771,0.322834646
284,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.900597461,0.15074849,0.716535433
285,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.450186706,0.033842574,0.133858268
286,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.572068708,0.058712972,0.031496063
287,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.89021658,0.110203626,0.228346457
288,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.679686333,0.12274093,0.448818898
289,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.736071695,0.087455288,0.236220472
290,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.81351755,0.033823862,0.212598425
291,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.911127707,0.094334763,0.220472441
292,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.844734877,0.09803887,0.228346457
293,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.543614638,0.074047887,0.37007874
294,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.735548917,0.059270213,0.543307087
295,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.927856609,0.138754299,0.834645669
296,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.421284541,0.118814673,0.37007874
297,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.487752054,0.041418316,0.433070866
298,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.896116505,0.044749938,0.771653543
299,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.833457804,0.048197316,0.181102362
300,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.670724421,0.027359242,0.236220472
301,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.943539955,0.085338769,0.196850394
302,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.625616131,0.037235582,0.165354331
303,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.803584765,0.022537651,0.220472441
304,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.944436146,0.071957107,0.417322835
305,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.980731889,0.045913084,0.31496063
306,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0.979761016,0.031571493,0.377952756
307,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.617923824,0.000400555,0.165354331
308,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.82442121,0.031953283,0.322834646
309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.978640777,0.086357151,0.11023622
310,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.48334578,0.002820115,0.283464567
311,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.582524272,0.15349655,0.440944882
312,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.626960418,0.067499828,0.732283465
313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.872516804,0.032107327,0.559055118
314,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.749215833,0.051422047,0.086614173
315,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.667587752,0.034511577,0.149606299
316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.600746826,0.06002929,0.551181102
317,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.890291262,0.035556786,0.086614173
318,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0.474085138,0.092714887,0.409448819
319,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.55317401,0.025321247,0.118110236
320,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.887005228,0.313178588,0.11023622
321,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.960866318,0.193216915,0.244094488
322,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.818820015,0.031465391,0.488188976
323,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.639432412,0.335856989,0.204724409
324,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.653248693,0.400039238,1
325,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.627259149,0.330807291,0.826771654
326,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.954144884,0.038889262,0.220472441
327,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.585810306,0.096590968,0.204724409
328,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.93622106,0.034885145,0.354330709
329,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.588573562,0.130407754,0.141732283
330,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.862509335,0.171414362,0.244094488
331,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.767961165,0.056380809,0.165354331
332,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.903808813,0.107357001,0.188976378
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662808066,0.007128144,0.496062992
334,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.678640777,0.224823139,0.322834646
335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.436594473,0.001447778,0.354330709
336,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.821583271,0.079262946,0.346456693
337,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0.478267364,0.209707422,0.188976378
338,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.541747573,0.176628888,0.141732283
339,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.842195668,0.058165799,0.188976378
340,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.589768484,0.122695606,0.125984252
341,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.561538462,0.053729702,0.440944882
342,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.811351755,0.08519084,0.125984252
343,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.805377147,0.316572592,0.157480315
344,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.927333831,0.065472786,0.31496063
345,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.569305452,0.092781518,0.188976378
346,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.730843913,0.102034586,0.606299213
347,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.504480956,0.107236969,0.11023622
348,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.781179985,0.065450976,0.25984252
349,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0.872442121,0.081462901,0.661417323
350,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.42038835,0.129444718,0.42519685
351,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.818595967,0.186212657,0.42519685
352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.031657961,0.401574803
353,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.585138163,0.06472526,0.165354331
354,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.981777446,0.081872007,0.141732283
355,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0.791486184,0.069837554,0.37007874
356,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.776325616,0.070312148,0.307086614
357,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0.970276326,0.085423993,0.244094488
358,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.587154593,0.082652387,0.566929134
359,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.652800597,0.063372459,0.196850394
360,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0.478939507,0.05935735,0.598425197
361,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.562584018,0.066220504,0.299212598
362,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.690141897,0.056418644,0.42519685
363,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.917401046,0.060600503,0.251968504
364,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.643315907,0.05410391,0.338582677
365,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.994324122,0.118229547,0.433070866
366,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.47154593,0.040285641,0.330708661
367,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0.597759522,0.049267121,0.409448819
368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.551605676,0.019728778,0.31496063
369,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.853398058,0.172052604,0.173228346
370,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.545332338,0.031528086,0.448818898
371,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.469902913,0.048461214,0.25984252
372,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.615907394,0.010488707,0.503937008
373,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.062285288,0.026285079,0.433070866
374,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.69424944,0.036862393,0.551181102
375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.64339059,0.051167527,0.527559055
376,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.447050037,0.175588136,0.307086614
377,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.573039582,0.152281179,0.543307087
378,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.733980583,0.135999032,0.267716535
379,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0.670799104,0.101550349,0.267716535
380,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.479985063,0.111132098,0.393700787
381,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.599178491,0.159860329,0.330708661
382,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.864600448,0.045393946,0.283464567
383,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.893427931,0.126667532,0.133858268
384,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.761538462,0.120237586,0.25984252
385,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.876699029,0.072641391,0.322834646
386,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.567363704,0.063847483,0.204724409
387,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.869305452,0.052818936,0.236220472
388,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.7356236,0.067642243,0.488188976
389,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.516056759,0.087944772,0.456692913
390,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.818595967,0.076605282,0.37007874
391,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.74914115,0.109750424,0.377952756
392,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.730395818,0.068771055,0.070866142
393,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.933756535,0.101639378,0.511811024
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.579088872,0.032705763,0.448818898
395,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0.648319642,0.026932967,0.236220472
396,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0.36811053,0.047199859,0.440944882
397,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.708215086,0.05616632,0.559055118
398,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0.721583271,0.054809489,0.236220472
399,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.515459298,0.049227775,0.818897638
400,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0.60373413,0.026022082,0.267716535
401,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.011442961,0.385826772
402,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0.87931292,0.063634236,0.251968504
403,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.834727409,0.014980333,0.299212598
404,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.634727409,0.02452165,0.488188976
405,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.561986557,0.042170863,0.251968504
406,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.613293503,0.096931504,0.11023622
407,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.892457058,0.012598279,0.165354331
408,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.72300224,0.083283143,0.25984252
409,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.07901419,0.005405912,0.362204724
410,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.834951456,0.038280037,0.062992126
411,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.767662435,0.077729495,0.11023622
412,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.77901419,0.055499564,0.362204724
413,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.741896938,0.028323857,0.653543307
414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.570425691,0.032385562,0.385826772
415,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.638909634,0.172029985,0.212598425
416,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.835250187,0.096507233,0.228346457
417,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.447946229,0.162369053,0.283464567
418,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.879088872,0.246307369,0.535433071
419,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.857281553,0.089312918,0.220472441
420,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.340926064,0.098494888,0.409448819
421,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.718446602,0.12128346,0.070866142
422,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.613816281,0.05024555,0.086614173
423,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.736146378,0.049608763,0.181102362
424,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.501418969,0.048337962,0.362204724
425,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.693203883,0.066259006,0.307086614
426,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.872442121,0.121031189,0.102362205
427,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.777371173,0.080768439,0.283464567
428,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0.654070202,0.093724443,0.42519685
429,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.822852875,0.103816357,0.503937008
430,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.789320388,0.056702174,0.11023622
431,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0.687976102,0.091556291,0.133858268
432,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0.477893951,0.086156945,0.503937008
433,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.791411501,0.07436615,0.196850394
434,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0.615384615,0.062909196,0.338582677
435,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.849514563,0.075100867,0.338582677
436,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.475952203,0.078369705,0.322834646
437,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.784690067,0.061854223,0.346456693
438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.654966393,0.060037866,0.62992126
439,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.820238984,0.054320434,0.346456693
440,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.489245706,0.061822108,0.149606299
441,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.534353996,0.030625455,0.307086614
442,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0.461165049,0.087783075,0.11023622
443,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.790365945,0.081634156,0.236220472
444,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0.480955937,0.047086395,0.480314961
445,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0.949813294,0.07398637,0.480314961
446,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.50403286,0.056797899,0.188976378
447,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.844958925,0.070307774,0.047244094
448,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0.611725168,0.041903281,0.070866142
449,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0.860418223,0.058901713,0.220472441
450,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.498805078,0.046790414,0.440944882
451,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.671321882,0.032392926,0.433070866
452,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.97528006,0.167951633,0.118110236
453,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.545332338,0.030512466,0
454,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.605675878,0.042322277,0.173228346
455,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0.585511576,0.050716038,0.196850394
456,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.705003734,0.049033655,0.433070866
457,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.512397311,0.023542768,0.307086614
458,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.700597461,0.035703632,0.346456693
459,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.463181479,0.034285485,0.251968504
460,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.483196415,0.013415882,0.338582677
461,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.811874533,0.041860589,0.118110236
462,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.573188947,0.010272235,0.559055118
463,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.462733383,0.055076988,0.322834646
464,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.927333831,0.04333499,0.102362205
465,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.556161314,0.005539359,0.346456693
466,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.651979089,0.02247511,0.125984252
467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.817102315,0.017194931,0.299212598
468,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.65287528,0.004849467,0.330708661
469,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.491411501,0.004182853,0.811023622
470,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.516430172,0.022696901,0.141732283
471,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.977520538,0.050664455,0.251968504
472,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0.569902913,0.009875834,0.251968504
473,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.735997013,0.036648273,0.157480315
474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.813592233,0.004822748,0.078740157
475,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0.692905153,0,0.283464567
476,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.931964152,0.040202365,0.244094488
477,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.599477222,0.110551911,0.480314961
478,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.395743092,0.281185852,0.118110236
479,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.875130695,0.125703165,0.157480315
480,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.921135176,0.087130525,0.165354331
481,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.621284541,0.073044016,0.393700787
482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66034354,0.036705504,0.488188976
483,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.869977595,0.051648244,0.133858268
484,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0.639880508,0.082804836,0.25984252
485,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.971247199,0.032919633,0.141732283
486,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.754443615,0.003264541,0.196850394
487,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.559970127,0.010476433,0.11023622
488,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.995519044,0.312716156,0.102362205
489,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0.642569081,0.06228508,0.283464567
490,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.914189694,0.346793947,0.188976378
491,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.450485437,0.291512144,0.559055118
492,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.47528006,0.080189379,0.433070866
493,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693651979,0.189322674,0.094488189
494,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0.72987304,0.022994492,0.275590551
495,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.560941001,0.104368242,0.236220472
496,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0.777371173,0.090683895,0.283464567
497,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.449066468,0.118287522,0.488188976
498,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.716206124,0.235426643,0.133858268
499,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.658775205,0.068474092,0.196850394
500,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.751829724,0.030359854,0.338582677